code,icao,name,city_code,country,city,state,county
CWC,UKLN,Chernivtsi International Airport,CWC,UA,Chernivtsi,Chernivtsi,
CWF,KCWF,Chennault International.,LCH,US,Moss Bluff,Louisiana,Calcasieu Parish
CWG,,Callaway Gardens,CWG,US,,,
CWI,KCWI,Clinton,CWI,US,Camanche,Iowa,Clinton County
CWJ,ZPCW,Cangyuan Washan Airport,CWJ,CN,Mengdong,Yunnan,
CWK,VECT,Chitrakoot Airport,CWK,IN,,,
CWL,EGFF,Cardiff Airport,CWL,GB,Rhoose,Wales,Vale of Glamorgan
CWO,,Ft Wolter AAF,MWL,US,,,
CWP,,Campbellpore,CWP,PK,Sanjwal,Punjab,
CWR,YCWI,Cowarie,CWR,AU,,,
CWS,78WA,Center Island,CWS,US,,,
CWT,YCWR,Cowra,CWT,AU,Cowra,New South Wales,Cowra
CWW,YCOR,Corowa,CWW,AU,Corowa,New South Wales,Corowa Shire
CWX,P33,Cochise County Airport,CWX,US,Willcox,Arizona,Cochise County
CXA,SVCD,Caicara Del Orinoco,CXA,VE,Maripa,Bolivar,Municipio Sucre
CXB,VGCB,Coxs Bazar Airport,CXB,BD,Cox's Bazar,Chittagong,
CXC,CXC,Chitina Airport,CXC,US,,,
CXF,PACX,Coldfoot,CXF,US,,,
CXH,CYHC,Coal Harbour Sea Plane Base,YVR,CA,,,
CXI,PLCH,Christmas Island Airport,CXI,KI,London Village,Line Islands,Kiritimati
CXJ,SBCX,Hugo Cantergiani Regional Airport,CXJ,BR,Caxias do Sul,Rio Grande do Sul,Caxias Do Sul
CXL,KCXL,International,CXL,US,Calexico,California,Imperial County
CXN,HCMC,Candala,CXN,SO,Qandala,Bari,
CXO,KCXO,Montgomery Co,CXO,US,Conroe,Texas,Montgomery County
CXP,WIHL,Tunggul Wulung,CXP,ID,Karangbadar Kidul,Central Java,
CXQ,YCRK,Christmas Creek,CXQ,AU,,,
CXR,VVCR,Cam Ranh International Airport,NHA,VN,Cam Lam,Khanh Hoa,
CXT,YCHT,Charters Towers,CXT,AU,,,
CXY,MYCC,Cat Cays,CXY,BS,,,
CYA,MTCA,Les Cayes,CYA,HT,Les Cayes,Sud,
CYB,MWCB,Charles Kirkconnel International Airport,CYB,KY,,,
CYC,,Caye Chapel,CYC,BZ,Shipyard,Orange Walk,
CYD,MZMF,San Ignacio Town Airstrip,CYD,BZ,Benque Viejo del Carmen,Cayo,
CYE,,Crystal Lake,CYE,US,Georgetown,Pennsylvania,Luzerne County
CYF,PACK,Chefornak Sea Plane Base,CYF,US,,,
CYG,YCRG,Corryong,CYG,AU,,,
CYI,RCKU,Chiayi Airport,CYI,TW,Taibao,Taiwan,Chiayi
CYL,MHCS,Coyoles,CYL,HN,Manto,Olancho,
CYM,05AA,Chatham SPB,CYM,US,,,
CYO,MUCL,Cayo Largo Del Sur Airport,CYO,CU,Jaguey Grande,Matanzas,
CYP,RPVC,Calbayog Airport,CYP,PH,Sabang,Eastern Visayas,Province of Samar
CYR,SUCA,Laguna De Los Patos,CYR,UY,Tarariras,Colonia,
CYS,KCYS,Cheyenne,CYS,US,,,
CYT,PACY,Intermediate,CYT,US,,,
CYU,RPLO,Cuyo,CYU,PH,Cuyo,Mimaropa,Province of Palawan
CYW,MMCY,Celaya,CYW,MX,Colonia Fraccionamiento el Puente,Guanajuato,Celaya
CYX,UESS,Cherskiy Airport,CYX,RU,Cherskiy,Sakha,
CYZ,RPUY,Cauayan Airport,CYZ,PH,Cauayan,Cagayan Valley,Province of Isabela
CZA,MMCT,Chichen Itza,CZA,MX,Chichen-Itza,Yucatan,
CZB,SSAK,Carlos Ruhl,CZB,BR,Cruz Alta,Rio Grande do Sul,Cruz Alta
CZC,Z93,Copper Centre,CZC,US,,,
